,timestamp,client_id,produit_id,price,quantity,revenue
7421,2022-09-06 21:48:54,1843,242,12,3,36
4354,2022-12-04 15:10:57,2418,140,17,1,17
1372,2022-07-31 19:33:55,1993,88,15,5,75
567,2022-10-23 17:07:23,1655,18,18,3,54
6798,2022-08-30 22:20:59,2521,84,17,5,85
7932,2022-08-18 17:36:19,2713,155,12,6,72
9391,2022-12-21 19:09:02,1847,32,12,3,36
7893,2022-08-02 15:01:24,2207,195,18,1,18
4671,2022-08-21 19:37:54,3746,237,17,4,68
6155,2022-12-21 14:27:42,3873,30,12,2,24
7916,2022-08-23 05:08:41,1660,152,12,8,96
574,2022-12-08 19:27:14,2010,96,17,1,17
6932,2022-11-10 22:53:23,1151,9,17,4,68
8633,2022-09-11 10:19:06,697,72,18,4,72
3033,2022-09-27 23:24:20,1098,192,18,2,36
8729,2022-12-05 21:08:23,1833,61,18,3,54
6654,2022-08-31 21:28:52,275,189,15,3,45
2735,2022-07-08 10:06:33,3510,101,12,2,24
4012,2022-08-15 19:10:24,2412,166,16,1,16
2376,2022-08-14 20:32:28,2481,214,12,2,24
7841,2022-07-20 23:52:18,2378,141,12,5,60
5829,2022-12-01 22:24:35,2158,88,15,9,135
1248,2022-11-22 10:25:43,2273,200,17,7,119
2342,2022-07-19 09:54:19,1246,55,12,10,120
3116,2022-11-07 08:32:47,2055,54,17,2,34
7064,2022-11-11 11:01:58,3248,51,18,7,126
8976,2022-08-14 18:20:42,2457,129,12,7,84
6031,2022-12-11 19:47:53,3200,241,14,3,42
9753,2022-08-18 19:08:11,1799,48,12,1,12
5897,2022-09-27 19:24:42,2828,61,18,1,18
1545,2022-12-09 20:00:05,2536,153,18,4,72
9704,2022-10-16 23:14:22,2845,89,12,5,60
1501,2022-09-14 22:01:20,956,50,17,9,153
8822,2022-07-29 19:11:31,137,213,12,10,120
9076,2022-10-29 14:10:45,526,67,12,11,132
2651,2022-11-26 01:14:23,768,224,12,2,24
9299,2022-08-11 15:24:32,1997,117,12,2,24
9882,2022-09-08 05:01:44,1147,108,12,5,60
3235,2022-07-26 18:38:38,982,220,12,1,12
6160,2022-08-14 21:07:25,3823,232,12,3,36
1824,2022-10-26 23:12:55,117,186,18,1,18
7018,2022-07-31 19:20:44,1414,189,15,1,15
5404,2022-09-21 09:24:21,2466,55,12,1,12
3915,2022-10-12 19:29:40,1870,129,12,5,60
2536,2022-07-10 15:18:34,947,234,18,5,90
5354,2022-07-20 22:30:22,2265,186,18,4,72
1267,2022-07-23 12:31:39,2228,110,17,3,51
3143,2022-11-07 21:27:42,281,181,12,1,12
949,2022-07-04 19:27:45,937,162,12,1,12
1923,2022-12-22 20:54:55,1248,92,18,7,126
3947,2022-12-30 18:30:37,1698,56,18,2,36
1659,2022-09-28 20:02:55,1447,177,14,5,70
754,2022-07-25 12:18:15,230,88,15,3,45
769,2022-09-29 06:19:37,3543,41,12,1,12
3056,2022-08-11 19:49:27,1421,86,12,1,12
7917,2022-09-25 18:05:28,1185,162,12,2,24
1060,2022-11-03 13:04:23,3060,20,12,11,132
5881,2022-09-14 22:48:47,1577,24,17,8,136
1523,2022-09-07 16:03:21,3709,59,17,6,102
819,2022-11-24 20:12:05,3966,34,18,1,18
1228,2022-07-31 23:13:59,1995,249,18,1,18
7206,2022-10-22 19:23:24,2621,125,15,4,60
5631,2022-10-11 20:18:49,3430,19,12,4,48
9400,2022-11-18 13:11:23,2790,154,14,2,28
7035,2022-11-29 16:40:51,3684,136,18,4,72
6605,2022-12-01 23:02:14,1167,33,17,5,85
3587,2022-07-16 19:56:44,3074,80,18,7,126
8254,2022-10-21 02:43:35,794,182,17,1,17
5896,2022-09-17 19:46:53,3471,68,12,1,12
745,2022-07-18 19:14:08,2780,250,17,2,34
1759,2022-08-09 20:44:06,3731,10,18,1,18
1909,2022-07-09 21:24:50,2882,120,16,1,16
2385,2022-09-08 07:16:18,1686,57,12,2,24
1957,2022-11-28 07:51:17,1354,248,16,3,48
2479,2022-12-11 13:14:15,3616,55,12,5,60
1234,2022-10-09 21:20:03,2332,110,17,4,68
1767,2022-08-06 20:52:43,1782,89,12,3,36
956,2022-11-27 21:27:48,139,124,18,2,36
8040,2022-11-19 12:55:36,3760,24,17,5,85
5703,2022-11-10 12:47:43,2969,14,18,1,18
9658,2022-10-25 21:16:00,2133,6,18,4,72
656,2022-09-19 21:10:53,2431,69,14,3,42
500,2022-10-12 18:31:31,2629,36,18,2,36
2286,2022-09-14 04:11:01,3516,85,18,1,18
9815,2022-12-22 05:53:59,206,244,12,7,84
1049,2022-11-16 22:25:51,1452,2,17,2,34
5840,2022-09-24 10:30:44,3050,85,18,2,36
8152,2022-07-05 05:59:37,656,121,17,3,51
6887,2022-10-06 19:48:04,2636,239,18,2,36
9871,2022-07-05 22:38:17,2174,42,12,2,24
5468,2022-09-05 23:26:54,361,202,12,8,96
721,2022-11-04 02:26:00,1021,120,16,2,32
7937,2022-11-28 23:50:26,3127,231,17,8,136
6937,2022-08-22 23:49:13,2515,211,12,5,60
2093,2022-07-27 23:45:52,726,245,18,4,72
8884,2022-10-02 21:00:30,2515,208,15,1,15
5749,2022-11-08 21:57:00,832,102,14,4,56
3320,2022-09-10 09:41:24,2918,8,12,1,12
8297,2022-07-15 20:27:29,3777,238,12,4,48
8604,2022-09-16 00:07:11,2086,231,17,1,17
2339,2022-11-19 19:48:35,3074,91,17,5,85
9941,2022-12-13 23:37:51,189,149,17,3,51
6807,2022-07-07 07:24:34,1468,38,15,2,30
7016,2022-10-12 21:59:44,3,49,12,1,12
2092,2022-08-19 22:51:51,1867,42,12,6,72
3620,2022-08-14 17:38:05,1011,158,12,9,108
4736,2022-08-05 20:28:17,3079,54,17,6,102
6141,2022-11-17 20:01:03,1708,111,17,4,68
8456,2022-10-27 20:11:04,3954,125,15,2,30
2427,2022-12-11 19:53:04,3670,83,16,6,96
3900,2022-08-06 22:34:27,3116,63,17,7,119
3101,2022-07-28 11:45:47,1632,225,12,8,96
4381,2022-11-03 06:05:10,2584,178,14,4,56
9583,2022-09-11 01:49:08,3704,179,12,2,24
6652,2022-11-02 05:13:50,1345,23,18,4,72
1133,2022-07-01 16:28:46,2295,124,18,7,126
3788,2022-10-01 03:09:56,3009,139,12,4,48
1482,2022-09-27 20:00:07,3342,24,17,5,85
7090,2022-12-09 20:23:19,2550,105,12,1,12
7623,2022-10-06 13:16:27,2460,195,18,5,90
3702,2022-10-19 22:25:10,2497,93,18,4,72
8355,2022-07-17 14:21:50,2286,43,12,2,24
3943,2022-07-20 00:30:46,3349,93,18,6,108
9660,2022-11-01 12:43:27,2133,86,12,4,48
4945,2022-12-07 22:36:35,1876,244,12,3,36
2241,2022-07-16 17:34:28,3493,232,12,6,72
2685,2022-08-24 11:44:15,3606,178,14,5,70
5978,2022-11-06 21:52:22,3971,68,12,2,24
9781,2022-08-14 15:23:07,3690,202,12,1,12
0,2022-11-30 19:46:25,1643,211,12,5,60
178,2022-10-13 23:59:51,3941,101,12,1,12
872,2022-10-05 21:43:40,1839,128,12,4,48
9935,2022-07-31 22:57:21,1986,178,14,7,98
9267,2022-07-17 07:36:20,1749,17,12,1,12
6918,2022-08-08 08:09:58,1886,14,18,2,36
2913,2022-09-05 20:29:29,1158,120,16,5,80
2561,2022-11-08 23:24:42,820,110,17,4,68
3346,2022-11-06 22:49:02,3205,73,12,2,24
8763,2022-09-22 22:33:01,3381,141,12,4,48
179,2022-07-21 20:56:11,3369,26,14,5,70
1034,2022-11-03 22:40:39,1180,195,18,2,36
2927,2022-12-17 17:58:41,2397,249,18,4,72
5153,2022-07-28 14:56:35,1975,58,15,3,45
7166,2022-10-18 03:23:00,3708,207,12,2,24
6239,2022-09-18 11:39:23,3683,139,12,1,12
7490,2022-10-20 09:29:04,1596,132,15,2,30
7041,2022-10-20 10:53:32,1236,162,12,5,60
9238,2022-12-04 21:46:52,2367,82,17,1,17
3370,2022-07-17 04:41:42,3261,23,18,3,54
9503,2022-12-06 20:53:28,5,249,18,2,36
4785,2022-08-17 16:48:32,306,74,14,1,14
4471,2022-10-02 11:34:43,693,248,16,2,32
6373,2022-07-12 20:46:59,3004,99,18,1,18
2625,2022-07-17 21:11:40,3406,106,17,1,17
2153,2022-10-11 13:22:00,336,194,17,5,85
278,2022-09-07 21:11:19,360,45,16,6,96
5453,2022-09-28 17:03:16,841,238,12,4,48
9998,2022-08-19 08:16:07,3721,9,17,10,170
5197,2022-12-28 21:36:54,2301,21,18,2,36
6981,2022-07-10 08:08:25,1019,100,18,4,72
1620,2022-07-30 04:33:40,577,92,18,7,126
8471,2022-09-29 23:44:09,2917,157,15,1,15
4484,2022-09-21 19:36:42,1721,198,12,2,24
2959,2022-10-29 03:06:53,2965,121,17,1,17
9215,2022-10-11 21:32:43,3829,76,15,1,15
8402,2022-10-03 11:00:58,2638,164,14,5,70
6394,2022-11-22 04:09:52,3668,157,15,7,105
7823,2022-08-05 19:38:14,1379,128,12,2,24
5437,2022-12-07 02:08:27,3381,166,16,4,64
6996,2022-08-25 19:49:21,902,220,12,5,60
8380,2022-12-12 14:09:10,508,230,12,4,48
6624,2022-11-04 20:28:36,2223,144,12,6,72
6159,2022-12-06 08:29:06,2965,238,12,3,36
2141,2022-10-20 19:54:32,1730,204,14,2,28
1030,2022-11-02 23:43:22,229,169,18,3,54
1640,2022-12-06 21:40:15,1910,41,12,2,24
3275,2022-08-27 21:59:40,2240,195,18,3,54
7239,2022-09-09 08:30:33,1680,81,18,5,90
4526,2022-11-22 22:33:20,216,11,12,4,48
9064,2022-09-30 12:59:48,276,5,12,1,12
1472,2022-07-23 10:09:19,3621,3,18,6,108
9877,2022-08-28 10:11:03,2786,248,16,1,16
9608,2022-10-10 15:40:32,1766,112,12,4,48
7429,2022-10-24 20:48:36,3661,12,12,3,36
2852,2022-12-26 22:30:32,605,84,17,1,17
5834,2022-10-10 21:21:30,419,187,15,2,30
7331,2022-11-22 20:46:00,1938,136,18,3,54
6168,2022-12-29 19:59:42,529,31,18,6,108
4154,2022-12-15 21:49:19,2182,96,17,1,17
238,2022-08-03 23:28:03,3920,59,17,1,17
3196,2022-12-14 22:00:21,13,246,18,7,126
9961,2022-07-29 21:28:14,3032,30,12,1,12
1838,2022-09-09 22:54:11,2295,231,17,2,34
3389,2022-11-29 22:22:27,1322,242,12,4,48
1170,2022-12-17 11:44:50,2801,201,12,2,24
9838,2022-11-23 20:47:28,1860,153,18,5,90
939,2022-12-14 13:57:06,829,159,12,2,24
4096,2022-08-11 02:27:14,39,26,14,3,42
3753,2022-11-13 23:31:19,3303,3,18,3,54
6014,2022-09-16 23:11:48,3146,178,14,3,42
5826,2022-10-02 08:44:23,2505,151,12,4,48
2377,2022-09-01 17:01:24,2686,26,14,12,168
7763,2022-10-22 19:42:49,996,127,15,4,60
8164,2022-12-10 03:04:03,2015,232,12,3,36
3864,2022-08-06 07:26:32,2494,195,18,1,18
1552,2022-09-29 05:29:24,2294,103,12,5,60
3803,2022-11-07 19:04:04,2192,161,15,2,30
1689,2022-11-17 10:04:12,3051,19,12,1,12
221,2022-08-12 19:42:34,2330,215,17,1,17
1061,2022-08-29 19:43:45,1072,157,15,1,15
6377,2022-12-19 09:33:26,2757,144,12,7,84
2782,2022-09-12 22:04:59,2908,142,16,3,48
797,2022-09-06 23:31:05,2128,144,12,3,36
2703,2022-09-10 19:36:57,2780,44,15,9,135
2790,2022-09-14 20:43:56,825,176,15,5,75
3009,2022-12-10 20:00:52,2405,176,15,4,60
3720,2022-12-26 21:45:47,1211,146,16,1,16
2619,2022-08-31 23:34:44,3851,192,18,2,36
4205,2022-07-05 22:48:41,3934,212,18,2,36
6610,2022-09-10 21:25:51,1990,62,17,2,34
9899,2022-09-18 16:28:35,2721,89,12,1,12
3132,2022-10-29 21:15:29,406,156,18,6,108
9249,2022-08-23 22:00:28,2242,140,17,2,34
2026,2022-10-21 19:24:00,3089,221,12,2,24
8475,2022-12-18 21:54:28,471,151,12,2,24
3090,2022-10-06 18:12:24,99,154,14,8,112
4157,2022-09-23 11:56:19,950,204,14,4,56
9554,2022-08-13 18:27:12,503,100,18,3,54
997,2022-07-10 21:20:13,3522,129,12,1,12
6409,2022-08-10 20:35:42,794,6,18,2,36
9837,2022-09-08 22:12:27,133,157,15,9,135
9528,2022-10-01 15:21:36,1915,106,17,7,119
7594,2022-09-18 20:01:53,2689,176,15,4,60
1594,2022-11-01 21:27:14,2498,182,17,9,153
6625,2022-09-15 12:14:46,1327,98,18,4,72
729,2022-09-16 21:17:03,513,89,12,3,36
4676,2022-09-04 20:39:11,570,144,12,4,48
4249,2022-07-28 20:36:27,3623,196,17,2,34
5106,2022-12-10 20:46:50,3837,169,18,2,36
4462,2022-11-05 20:48:15,1994,5,12,1,12
1903,2022-08-25 20:18:41,2470,99,18,7,126
1189,2022-07-03 08:50:55,1394,210,18,1,18
5212,2022-10-01 12:11:01,1248,242,12,7,84
6794,2022-08-06 01:09:37,476,187,15,1,15
5084,2022-11-14 21:00:27,42,4,12,2,24
2496,2022-08-11 19:49:44,2019,128,12,2,24
9680,2022-07-21 18:31:54,682,32,12,1,12
7538,2022-12-30 09:12:22,2781,211,12,5,60
4907,2022-08-10 09:28:55,3528,45,16,2,32
4653,2022-09-01 22:39:58,416,225,12,1,12
3816,2022-08-30 16:18:17,1802,240,14,1,14
4992,2022-11-28 23:12:30,2167,114,18,4,72
1134,2022-09-14 21:23:00,2065,58,15,1,15
1895,2022-09-05 19:45:10,1183,73,12,3,36
9516,2022-10-19 19:55:15,2038,126,12,3,36
326,2022-09-08 06:56:36,2041,149,17,4,68
97,2022-11-09 19:15:12,1771,72,18,4,72
8178,2022-12-03 14:37:48,371,41,12,1,12
5568,2022-11-28 23:00:56,967,37,18,1,18
9770,2022-08-30 17:00:29,737,141,12,3,36
3849,2022-08-19 19:36:08,3357,168,17,5,85
9139,2022-10-24 21:24:24,2934,165,17,6,102
9625,2022-11-24 21:25:35,1357,43,12,1,12
7919,2022-08-27 12:36:22,1687,163,12,4,48
1321,2022-12-24 04:35:16,2646,118,12,8,96
7114,2022-10-26 21:17:44,2623,62,17,2,34
2607,2022-12-02 19:41:44,521,85,18,4,72
8848,2022-11-30 21:45:26,703,37,18,1,18
6737,2022-09-11 18:22:38,937,9,17,6,102
5614,2022-11-23 20:05:53,3138,230,12,13,156
3223,2022-12-24 11:03:04,1047,162,12,7,84
2602,2022-10-06 23:41:04,2370,53,12,1,12
2305,2022-07-29 22:24:21,1146,235,18,4,72
430,2022-09-10 09:26:33,1918,242,12,5,60
2785,2022-12-25 21:41:20,319,125,15,2,30
6604,2022-10-04 23:51:00,2713,103,12,5,60
363,2022-09-07 21:52:07,195,61,18,3,54
7739,2022-11-05 23:40:36,3982,164,14,1,14
7452,2022-10-04 23:31:39,3445,3,18,9,162
5428,2022-07-16 19:31:55,1201,105,12,2,24
8174,2022-07-01 23:57:14,494,162,12,4,48
6800,2022-12-30 14:55:02,2371,97,12,4,48
1723,2022-10-10 21:30:57,235,96,17,1,17
7425,2022-09-07 21:24:04,2702,49,12,2,24
8850,2022-12-12 11:44:03,3987,123,16,1,16
9376,2022-09-17 21:56:54,3975,184,12,2,24
9445,2022-11-17 23:10:16,2374,113,18,3,54
6466,2022-11-05 23:48:32,1203,74,14,4,56
3477,2022-11-18 06:22:35,1448,16,18,9,162
7341,2022-07-20 19:17:00,2564,108,12,4,48
8704,2022-07-11 11:02:23,963,210,18,7,126
9768,2022-07-13 19:03:13,3385,74,14,2,28
2998,2022-12-24 13:07:20,745,41,12,5,60
3277,2022-10-04 08:08:10,2831,101,12,4,48
6090,2022-08-13 19:19:29,1106,226,12,3,36
4372,2022-10-13 22:28:23,2520,231,17,5,85
3822,2022-10-29 19:09:02,3872,142,16,13,208
2901,2022-12-19 20:25:41,771,113,18,7,126
3678,2022-09-12 07:12:23,2835,4,12,4,48
8047,2022-12-23 23:55:23,3630,113,18,1,18
4772,2022-07-17 18:01:35,1045,245,18,2,36
6465,2022-12-02 19:31:22,2457,217,12,3,36
7585,2022-10-10 17:10:25,3229,234,18,4,72
1357,2022-11-11 20:46:34,3806,166,16,4,64
1858,2022-08-14 19:22:25,762,118,12,2,24
4167,2022-12-10 23:19:26,1625,89,12,1,12
9397,2022-11-08 20:24:37,1672,41,12,6,72
5891,2022-11-09 19:03:40,414,10,18,2,36
6725,2022-12-10 22:18:37,120,216,12,5,60
7297,2022-08-23 11:46:48,1238,111,17,4,68
5582,2022-09-04 19:33:21,2258,185,18,2,36
3178,2022-07-09 09:47:44,2553,222,18,2,36
6145,2022-07-05 05:16:39,1291,46,17,7,119
9141,2022-11-12 23:52:00,3462,158,12,10,120
4476,2022-10-18 23:13:28,3711,143,15,3,45
944,2022-10-22 19:08:00,1358,49,12,1,12
3147,2022-10-17 20:22:21,1285,157,15,4,60
5104,2022-07-05 05:15:24,1447,80,18,5,90
8242,2022-07-14 23:07:38,656,13,12,7,84
5388,2022-11-29 23:13:37,304,125,15,1,15
1148,2022-11-12 05:41:20,926,116,15,3,45
7764,2022-10-23 17:33:08,546,134,17,1,17
3288,2022-11-13 08:57:28,1312,64,14,1,14
6793,2022-10-09 15:28:54,2604,118,12,3,36
418,2022-11-30 19:42:09,1176,138,18,5,90
1551,2022-07-29 21:47:09,2793,26,14,1,14
9089,2022-08-06 19:12:30,2036,5,12,5,60
8973,2022-12-05 12:52:12,3938,35,12,2,24
3049,2022-08-01 21:53:45,463,73,12,4,48
8298,2022-07-30 20:21:07,2612,220,12,3,36
624,2022-09-22 15:28:49,648,195,18,1,18
4531,2022-11-29 23:03:43,283,152,12,3,36
3129,2022-09-02 17:13:55,550,41,12,1,12
6326,2022-09-27 23:00:08,3421,91,17,11,187
698,2022-09-21 05:28:28,2672,210,18,1,18
8231,2022-09-12 07:53:52,263,73,12,2,24
5360,2022-08-06 21:04:00,3034,54,17,1,17
2072,2022-12-27 21:20:49,820,50,17,3,51
7203,2022-12-12 12:07:02,3102,217,12,7,84
2165,2022-10-26 23:01:08,877,30,12,7,84
4868,2022-12-24 19:25:22,2232,156,18,5,90
9773,2022-11-24 16:03:14,959,169,18,9,162
9874,2022-07-10 13:36:10,2084,200,17,1,17
3789,2022-12-06 15:22:09,1890,229,17,2,34
3894,2022-12-31 22:45:12,744,112,12,9,108
7489,2022-08-28 08:24:37,2991,98,18,1,18
6188,2022-10-30 22:59:21,1114,190,12,3,36
3556,2022-11-03 06:31:21,2627,54,17,1,17
1465,2022-08-22 23:25:06,3820,229,17,3,51
5945,2022-08-15 21:51:32,2849,193,18,1,18
9242,2022-11-21 22:09:37,3987,127,15,5,75
1154,2022-07-30 11:49:28,788,72,18,5,90
8997,2022-08-27 10:31:09,467,141,12,1,12
4834,2022-08-12 02:18:21,3742,250,17,4,68
6487,2022-12-16 22:31:49,3016,10,18,5,90
1216,2022-10-16 21:36:49,1832,185,18,6,108
7079,2022-10-23 22:41:21,2260,62,17,3,51
352,2022-11-01 20:24:38,1019,76,15,2,30
6907,2022-10-18 22:08:57,1259,152,12,1,12
9465,2022-11-20 21:03:02,1401,214,12,5,60
2756,2022-12-22 21:06:04,3333,72,18,4,72
4646,2022-07-13 23:17:33,3484,226,12,7,84
1375,2022-08-18 03:04:25,1168,17,12,5,60
6769,2022-08-15 21:48:24,2148,184,12,1,12
2330,2022-08-17 14:34:04,1698,248,16,4,64
9902,2022-08-09 20:05:18,3227,134,17,2,34
8986,2022-08-24 21:56:51,2545,70,12,6,72
5118,2022-07-12 21:18:18,1435,77,17,12,204
8362,2022-07-14 19:43:22,1505,68,12,5,60
5639,2022-10-21 03:09:42,988,65,16,2,32
9458,2022-09-08 22:24:22,1154,246,18,5,90
3622,2022-11-22 03:33:33,995,198,12,3,36
2386,2022-08-25 21:32:42,1729,62,17,9,153
3474,2022-10-03 19:20:23,3865,81,18,4,72
3970,2022-11-16 12:25:39,1093,6,18,5,90
762,2022-12-26 21:22:57,2583,71,18,1,18
2845,2022-09-10 22:13:12,1343,214,12,7,84
6920,2022-09-26 21:46:51,2598,82,17,7,119
3945,2022-07-15 20:33:48,722,50,17,4,68
2838,2022-11-01 20:09:28,1597,243,12,10,120
3757,2022-10-16 17:13:16,3937,86,12,2,24
7152,2022-09-18 20:58:16,1250,225,12,3,36
1220,2022-11-23 10:52:38,1518,93,18,2,36
644,2022-08-02 21:40:14,778,190,12,1,12
6866,2022-11-14 01:54:35,2986,157,15,1,15
700,2022-09-12 20:37:57,3383,163,12,7,84
8741,2022-07-28 10:48:20,215,20,12,3,36
5105,2022-07-03 15:20:13,3704,25,15,1,15
9447,2022-11-30 19:54:19,3063,73,12,1,12
3044,2022-10-07 20:09:02,2984,249,18,1,18
6119,2022-12-20 22:38:32,3931,187,15,2,30
7323,2022-08-09 19:59:34,3567,199,17,3,51
6123,2022-08-18 23:27:19,1313,102,14,2,28
3394,2022-11-11 09:53:53,1020,106,17,5,85
488,2022-09-12 21:46:13,3001,147,12,3,36
206,2022-07-10 20:49:53,3524,159,12,2,24
9764,2022-11-24 20:17:18,1715,203,12,3,36
4613,2022-10-16 21:45:13,910,141,12,1,12
4754,2022-07-13 20:43:30,444,103,12,7,84
2325,2022-09-03 18:35:39,2504,236,12,3,36
7440,2022-12-03 21:14:27,3480,102,14,6,84
4047,2022-08-29 22:27:56,243,212,18,3,54
2863,2022-11-11 19:57:09,778,157,15,2,30
6174,2022-12-11 23:09:32,1310,170,12,6,72
1305,2022-10-13 20:17:49,120,73,12,1,12
7401,2022-09-24 02:28:31,3748,46,17,6,102
9552,2022-11-21 23:28:07,3470,192,18,4,72
8692,2022-07-04 21:34:59,558,74,14,3,42
1160,2022-07-27 19:09:44,1849,202,12,3,36
3950,2022-07-28 23:12:31,1406,126,12,4,48
6818,2022-11-19 23:15:30,946,63,17,6,102
5757,2022-09-30 22:38:31,3124,116,15,4,60
9495,2022-11-14 19:33:38,1708,84,17,2,34
2428,2022-07-10 22:19:10,2715,32,12,6,72
6851,2022-11-03 22:21:50,2430,108,12,9,108
4957,2022-09-03 08:08:52,645,125,15,3,45
866,2022-12-23 22:35:45,3671,185,18,1,18
3155,2022-10-08 18:25:50,2314,44,15,8,120
887,2022-09-30 21:29:45,3747,10,18,3,54
6288,2022-12-11 21:38:53,3278,85,18,4,72
770,2022-08-01 09:03:06,3440,114,18,5,90
868,2022-07-12 20:35:23,2453,15,14,1,14
85,2022-11-28 12:00:10,28,139,12,1,12
4111,2022-12-15 21:00:14,1764,171,17,2,34
7901,2022-09-07 19:18:18,3057,139,12,1,12
4840,2022-09-05 07:51:12,3149,154,14,1,14
4092,2022-10-31 21:00:49,1118,248,16,4,64
8777,2022-09-13 09:36:38,1253,246,18,5,90
1675,2022-12-28 01:36:21,2621,182,17,1,17
422,2022-09-21 17:12:54,2512,69,14,8,112
4375,2022-09-19 21:44:03,3189,73,12,4,48
4565,2022-11-19 22:59:06,2101,185,18,5,90
7702,2022-11-04 05:56:23,2977,100,18,3,54
5947,2022-09-24 23:58:02,856,230,12,1,12
9383,2022-09-08 23:17:26,3688,99,18,2,36
3740,2022-09-08 21:18:07,2707,137,12,1,12
4211,2022-11-16 22:54:06,1455,157,15,6,90
1166,2022-09-04 20:57:04,3972,233,18,2,36
5318,2022-12-02 20:38:34,256,172,17,10,170
1865,2022-09-16 22:57:37,1652,199,17,1,17
7163,2022-10-07 20:17:18,3840,103,12,5,60
5232,2022-11-10 15:50:34,3151,140,17,2,34
6962,2022-10-21 07:56:32,1851,45,16,1,16
8687,2022-12-11 23:34:25,1760,116,15,5,75
8796,2022-12-08 19:20:13,2238,19,12,7,84
3064,2022-09-03 08:36:51,370,81,18,1,18
6366,2022-10-13 22:25:28,2247,19,12,3,36
7668,2022-09-15 19:18:01,3002,55,12,1,12
8149,2022-10-01 19:30:59,3704,102,14,3,42
568,2022-12-26 19:37:11,680,134,17,1,17
7600,2022-10-06 23:07:05,224,140,17,11,187
8155,2022-07-01 06:58:20,343,239,18,4,72
5565,2022-07-01 20:48:59,2301,61,18,1,18
1207,2022-11-21 21:52:54,3403,65,16,3,48
6889,2022-12-20 23:16:01,1012,244,12,6,72
2678,2022-07-27 21:56:27,3964,68,12,6,72
1393,2022-12-05 15:48:04,2634,42,12,5,60
8909,2022-10-14 23:43:31,2311,52,17,2,34
2396,2022-08-04 21:31:06,1450,11,12,3,36
2161,2022-08-18 22:45:19,3846,3,18,2,36
1589,2022-09-05 15:30:43,1063,27,12,2,24
8468,2022-12-28 21:16:07,1348,231,17,5,85
8463,2022-07-30 21:09:33,3600,136,18,1,18
6708,2022-07-01 21:36:42,1978,43,12,1,12
8481,2022-12-06 19:09:57,2107,98,18,3,54
1786,2022-07-15 13:29:57,1435,43,12,5,60
4182,2022-07-14 05:31:58,1971,36,18,4,72
4818,2022-09-12 23:13:52,2925,238,12,10,120
9876,2022-12-08 20:36:43,1463,100,18,1,18
2344,2022-10-01 09:49:33,163,123,16,7,112
6865,2022-07-02 21:09:35,2636,50,17,1,17
7549,2022-09-17 21:01:13,1076,213,12,1,12
6856,2022-09-16 08:49:33,906,189,15,5,75
6997,2022-12-17 22:27:09,2374,8,12,2,24
6396,2022-11-17 23:33:13,688,173,18,4,72
5198,2022-07-25 19:48:25,1840,185,18,5,90
9353,2022-09-25 16:03:32,1897,26,14,5,70
3799,2022-07-02 23:20:16,3475,201,12,5,60
7772,2022-10-28 13:39:42,1094,164,14,1,14
2970,2022-10-08 20:49:20,1137,157,15,8,120
1142,2022-09-23 19:32:24,3022,83,16,2,32
1087,2022-11-03 20:25:01,810,108,12,3,36
12,2022-11-22 22:34:39,3722,205,12,2,24
2470,2022-10-25 14:43:34,75,78,17,4,68
9402,2022-10-04 23:45:04,666,140,17,2,34
2930,2022-11-16 19:55:49,1366,179,12,2,24
3136,2022-12-02 14:33:20,2192,121,17,8,136
7607,2022-10-30 21:42:53,3927,61,18,1,18
3373,2022-09-14 14:04:39,457,225,12,5,60
8390,2022-10-28 15:06:28,2125,168,17,1,17
6593,2022-08-30 20:14:34,2594,224,12,1,12
4862,2022-09-24 08:00:27,2339,189,15,1,15
8080,2022-08-16 22:00:04,1893,16,18,4,72
6283,2022-11-08 04:19:11,309,199,17,2,34
4491,2022-08-17 07:40:07,3361,50,17,2,34
6786,2022-12-31 07:14:43,3877,62,17,2,34
1809,2022-10-06 23:56:40,1989,114,18,4,72
4172,2022-12-09 09:21:18,1876,5,12,1,12
662,2022-10-06 19:16:02,1977,25,15,10,150
1565,2022-10-23 08:13:00,1060,138,18,2,36
8437,2022-09-25 14:39:12,2492,64,14,2,28
8938,2022-07-05 17:27:02,543,119,15,1,15
3958,2022-10-06 22:39:13,412,18,18,9,162
5950,2022-10-31 19:26:30,1731,245,18,1,18
6774,2022-07-03 15:50:55,1953,232,12,2,24
3100,2022-10-22 15:16:21,984,209,15,1,15
5729,2022-09-06 20:56:49,3675,60,12,3,36
6697,2022-12-03 20:20:57,79,237,17,1,17
6897,2022-09-26 20:45:44,1313,244,12,2,24
2564,2022-12-13 23:30:48,2210,35,12,8,96
5240,2022-11-13 23:24:07,3304,1,18,4,72
4618,2022-09-22 23:42:21,2922,234,18,3,54
1963,2022-07-18 20:11:44,2155,50,17,3,51
2596,2022-12-12 22:51:58,2620,167,15,3,45
3800,2022-12-14 22:23:59,1625,121,17,1,17
874,2022-07-19 19:33:54,1922,13,12,4,48
1795,2022-09-26 11:16:39,1402,133,17,4,68
24,2022-10-12 13:02:39,2805,180,15,1,15
3826,2022-12-06 23:14:59,2491,40,15,7,105
4503,2022-12-28 20:10:59,3230,74,14,3,42
8857,2022-11-23 20:29:07,299,167,15,4,60
9596,2022-07-25 20:32:04,64,144,12,7,84
6343,2022-10-18 14:34:09,2022,57,12,2,24
